year,month,source_hour,radiation_mj_m2,irradiance_w_m2
1991,4,20,0.0,0.0
1991,4,21,0.0,0.0
1991,4,22,0.0,0.0
1991,4,23,0.0,0.0
1991,4,24,0.0,0.0
1991,5,1,0.0,0.0
1991,5,2,0.0,0.0
1991,5,3,0.0,0.0
1991,5,4,0.0,0.0
1991,5,5,0.0,0.0
1991,5,6,0.0,0.0
1991,5,7,0.0,0.0
1991,5,8,0.0,0.0
1991,5,9,0.0,0.0
1991,5,10,0.003,0.8333333333333334
1991,5,11,0.043,11.944444444444443
1991,5,12,0.106,29.444444444444443
1991,5,13,0.114,31.666666666666668
1991,5,14,0.061,16.944444444444443
1991,5,15,0.011,3.0555555555555554
1991,5,16,0.0,0.0
1991,5,17,0.0,0.0
1991,5,18,0.0,0.0
1991,5,19,0.0,0.0
1991,5,20,0.0,0.0
1991,5,21,0.0,0.0
1991,5,22,0.0,0.0
1991,5,23,0.0,0.0
1991,5,24,0.0,0.0
1991,6,1,,
1991,6,2,,
1991,6,3,,
1991,6,4,,
1991,6,5,,
1991,6,6,,
1991,6,7,,
1991,6,8,,
1991,6,9,,
1991,6,10,,
1991,6,11,,
1991,6,12,,
1991,6,13,,
1991,6,14,,
1991,6,15,,
1991,6,16,,
1991,6,17,,
1991,6,18,,
1991,6,19,,
1991,6,20,,
1991,6,21,,
1991,6,22,,
1991,6,23,,
1991,6,24,,
1991,7,1,0.0,0.0
1991,7,2,0.0,0.0
1991,7,3,0.0,0.0
1991,7,4,0.0,0.0
1991,7,5,0.0,0.0
1991,7,6,0.0,0.0
1991,7,7,0.0,0.0
1991,7,8,0.0,0.0
1991,7,9,0.0,0.0
1991,7,10,0.0,0.0
1991,7,11,0.003,0.8333333333333334
1991,7,12,0.035,9.722222222222223
1991,7,13,0.048,13.333333333333334
1991,7,14,0.005,1.3888888888888888
1991,7,15,0.0,0.0
1991,7,16,0.0,0.0
1991,7,17,0.0,0.0
1991,7,18,0.0,0.0
1991,7,19,0.0,0.0
1991,7,20,0.0,0.0
1991,7,21,0.0,0.0
1991,7,22,0.0,0.0
1991,7,23,0.0,0.0
1991,7,24,0.0,0.0
1991,8,1,0.0,0.0
1991,8,2,0.0,0.0
1991,8,3,0.0,0.0
1991,8,4,0.0,0.0
1991,8,5,0.0,0.0
1991,8,6,0.0,0.0
1991,8,7,0.0,0.0
1991,8,8,0.001,0.2777777777777778
1991,8,9,0.023,6.388888888888888
1991,8,10,0.109,30.27777777777778
1991,8,11,0.201,55.833333333333336
1991,8,12,0.271,75.27777777777779
1991,8,13,0.274,76.11111111111111
1991,8,14,0.217,60.27777777777778
1991,8,15,0.123,34.166666666666664
1991,8,16,0.031,8.61111111111111
1991,8,17,0.001,0.2777777777777778
1991,8,18,0.0,0.0
1991,8,19,0.0,0.0
1991,8,20,0.0,0.0
1991,8,21,0.0,0.0
1991,8,22,0.0,0.0
1991,8,23,0.0,0.0
1991,8,24,0.0,0.0
1991,9,1,0.0,0.0
1991,9,2,0.0,0.0
1991,9,3,0.0,0.0
1991,9,4,0.0,0.0
1991,9,5,0.0,0.0
1991,9,6,0.003,0.8333333333333334
1991,9,7,0.039,10.833333333333334
1991,9,8,0.197,54.72222222222222
1991,9,9,0.417,115.83333333333333
1991,9,10,0.64,177.77777777777777
1991,9,11,0.798,221.66666666666669
1991,9,12,0.904,251.11111111111111
1991,9,13,0.916,254.44444444444446
1991,9,14,0.82,227.77777777777777
1991,9,15,0.637,176.94444444444446
1991,9,16,0.443,123.05555555555556
1991,9,17,0.194,53.888888888888886
1991,9,18,0.037,10.277777777777777
1991,9,19,0.002,0.5555555555555556
1991,9,20,0.0,0.0
1991,9,21,0.0,0.0
1991,9,22,0.0,0.0
1991,9,23,0.0,0.0
1991,9,24,0.0,0.0
1991,10,1,0.0,0.0
1991,10,2,0.0,0.0
1991,10,3,0.0,0.0
1991,10,4,0.011,3.0555555555555554
1991,10,5,0.093,25.833333333333332
1991,10,6,0.287,79.72222222222221
1991,10,7,0.599,166.38888888888889
1991,10,8,0.926,257.22222222222223
1991,10,9,1.252,347.77777777777777
1991,10,10,1.496,415.55555555555554
1991,10,11,1.688,468.88888888888886
1991,10,12,1.799,499.7222222222222
1991,10,13,1.779,494.16666666666663
1991,10,14,1.677,465.8333333333333
1991,10,15,1.499,416.3888888888889
1991,10,16,1.226,340.55555555555554
1991,10,17,0.936,260.0
1991,10,18,0.635,176.38888888888889
1991,10,19,0.324,90.0
1991,10,20,0.097,26.944444444444443
1991,10,21,0.017,4.722222222222222
1991,10,22,0.001,0.2777777777777778
1991,10,23,0.0,0.0
1991,10,24,0.0,0.0
1991,11,1,0.01,2.7777777777777777
1991,11,2,0.02,5.555555555555555
1991,11,3,0.076,21.11111111111111
1991,11,4,0.234,65.0
1991,11,5,0.477,132.5
1991,11,6,0.751,208.61111111111111
1991,11,7,1.061,294.7222222222222
1991,11,8,1.374,381.6666666666667
1991,11,9,1.691,469.72222222222223
1991,11,10,1.97,547.2222222222222
1991,11,11,2.137,593.6111111111111
1991,11,12,2.231,619.7222222222222
1991,11,13,2.182,606.1111111111111
1991,11,14,2.061,572.5
1991,11,15,1.909,530.2777777777778
1991,11,16,1.673,464.72222222222223
1991,11,17,1.377,382.5
1991,11,18,1.068,296.6666666666667
1991,11,19,0.782,217.22222222222223
1991,11,20,0.498,138.33333333333334
1991,11,21,0.257,71.38888888888889
1991,11,22,0.084,23.333333333333336
1991,11,23,0.024,6.666666666666667
1991,11,24,0.011,3.0555555555555554
1991,12,1,0.115,31.944444444444446
1991,12,2,0.161,44.72222222222222
1991,12,3,0.259,71.94444444444444
1991,12,4,0.422,117.22222222222221
1991,12,5,0.635,176.38888888888889
1991,12,6,0.929,258.05555555555554
1991,12,7,1.178,327.2222222222222
1991,12,8,1.479,410.83333333333337
1991,12,9,1.813,503.6111111111111
1991,12,10,2.032,564.4444444444445
1991,12,11,2.2,611.1111111111112
1991,12,12,2.289,635.8333333333334
1991,12,13,2.243,623.0555555555555
1991,12,14,2.134,592.7777777777777
1991,12,15,1.986,551.6666666666666
1991,12,16,1.781,494.7222222222222
1991,12,17,1.545,429.16666666666663
1991,12,18,1.269,352.49999999999994
1991,12,19,0.965,268.05555555555554
1991,12,20,0.694,192.77777777777777
1991,12,21,0.493,136.94444444444443
1991,12,22,0.315,87.5
1991,12,23,0.171,47.5
1991,12,24,0.119,33.05555555555555
1992,1,1,0.0,0.0
1992,1,2,0.027,7.5
1992,1,3,0.054,15.0
1992,1,4,0.116,32.22222222222222
1992,1,5,0.177,49.166666666666664
1992,1,6,0.319,88.61111111111111
1992,1,7,0.493,136.94444444444443
1992,1,8,0.684,190.0
1992,1,9,0.913,253.61111111111111
1992,1,10,1.074,298.33333333333337
1992,1,11,1.396,387.77777777777777
1992,1,12,1.61,447.22222222222223
1992,1,13,1.759,488.6111111111111
1992,1,14,1.687,468.61111111111114
1992,1,15,1.476,410.0
1992,1,16,1.337,371.38888888888886
1992,1,17,1.106,307.22222222222223
1992,1,18,0.764,212.22222222222223
1992,1,19,0.48,133.33333333333331
1992,1,20,0.324,90.0
1992,1,21,0.151,41.94444444444444
1992,1,22,0.057,15.833333333333334
1992,1,23,0.02,5.555555555555555
1992,1,24,0.0,0.0
1992,2,1,0.0,0.0
1992,2,2,0.003,0.8333333333333334
1992,2,3,0.02,5.555555555555555
1992,2,4,0.082,22.77777777777778
1992,2,5,0.195,54.166666666666664
1992,2,6,0.38,105.55555555555556
1992,2,7,0.688,191.1111111111111
1992,2,8,0.982,272.77777777777777
1992,2,9,1.197,332.5
1992,2,10,1.482,411.66666666666663
1992,2,11,1.697,471.3888888888889
1992,2,12,1.751,486.38888888888886
1992,2,13,1.636,454.4444444444444
1992,2,14,1.489,413.61111111111114
1992,2,15,1.347,374.16666666666663
1992,2,16,1.145,318.05555555555554
1992,2,17,0.91,252.77777777777777
1992,2,18,0.641,178.05555555555554
1992,2,19,0.373,103.61111111111111
1992,2,20,0.154,42.77777777777778
1992,2,21,0.058,16.11111111111111
1992,2,22,0.011,3.0555555555555554
1992,2,23,0.002,0.5555555555555556
1992,2,24,0.0,0.0
1992,3,1,0.0,0.0
1992,3,2,0.0,0.0
1992,3,3,0.0,0.0
1992,3,4,0.0,0.0
1992,3,5,0.002,0.5555555555555556
1992,3,6,0.023,6.388888888888888
1992,3,7,0.131,36.38888888888889
1992,3,8,0.333,92.5
1992,3,9,0.512,142.22222222222223
1992,3,10,0.692,192.2222222222222
1992,3,11,0.818,227.2222222222222
1992,3,12,0.923,256.3888888888889
1992,3,13,0.927,257.5
1992,3,14,0.855,237.5
1992,3,15,0.741,205.83333333333331
1992,3,16,0.536,148.88888888888889
1992,3,17,0.32,88.88888888888889
1992,3,18,0.126,35.0
1992,3,19,0.022,6.111111111111111
1992,3,20,0.0,0.0
1992,3,21,0.0,0.0
1992,3,22,0.0,0.0
1992,3,23,0.0,0.0
1992,3,24,0.0,0.0
1992,4,1,0.0,0.0
1992,4,2,0.0,0.0
1992,4,3,0.0,0.0
1992,4,4,0.0,0.0
1992,4,5,0.0,0.0
1992,4,6,0.0,0.0
1992,4,7,0.0,0.0
1992,4,8,0.03,8.333333333333332
1992,4,9,0.125,34.72222222222222
1992,4,10,0.25,69.44444444444444
1992,4,11,0.383,106.38888888888889
1992,4,12,0.455,126.38888888888889
1992,4,13,0.467,129.72222222222223
1992,4,14,0.401,111.38888888888889
1992,4,15,0.261,72.5
1992,4,16,0.123,34.166666666666664
1992,4,17,0.027,7.5
1992,4,18,0.0,0.0
1992,4,19,0.0,0.0
1992,4,20,0.0,0.0
1992,4,21,0.0,0.0
1992,4,22,0.0,0.0
1992,4,23,0.0,0.0
1992,4,24,0.0,0.0
1992,5,1,0.0,0.0
1992,5,2,0.0,0.0
1992,5,3,0.0,0.0
1992,5,4,0.0,0.0
1992,5,5,0.0,0.0
1992,5,6,0.0,0.0
1992,5,7,0.0,0.0
1992,5,8,0.0,0.0
1992,5,9,0.0,0.0
1992,5,10,0.005,1.3888888888888888
1992,5,11,0.055,15.277777777777777
1992,5,12,0.092,25.555555555555554
1992,5,13,0.107,29.72222222222222
1992,5,14,0.071,19.72222222222222
1992,5,15,0.014,3.888888888888889
1992,5,16,0.0,0.0
1992,5,17,0.0,0.0
1992,5,18,0.0,0.0
1992,5,19,0.0,0.0
1992,5,20,0.0,0.0
1992,5,21,0.0,0.0
1992,5,22,0.0,0.0
1992,5,23,0.0,0.0
1992,5,24,0.0,0.0
1992,6,1,,
1992,6,2,,
1992,6,3,,
1992,6,4,,
1992,6,5,,
1992,6,6,,
1992,6,7,,
1992,6,8,,
1992,6,9,,
1992,6,10,,
1992,6,11,,
1992,6,12,,
1992,6,13,,
1992,6,14,,
1992,6,15,,
1992,6,16,,
1992,6,17,,
1992,6,18,,
1992,6,19,,
1992,6,20,,
1992,6,21,,
1992,6,22,,
1992,6,23,,
1992,6,24,,
1992,7,1,,
1992,7,2,,
1992,7,3,,
1992,7,4,,
1992,7,5,,
1992,7,6,,
1992,7,7,,
1992,7,8,,
1992,7,9,,
1992,7,10,,
1992,7,11,,
1992,7,12,,
1992,7,13,,
1992,7,14,,
1992,7,15,,
1992,7,16,,
1992,7,17,,
1992,7,18,,
1992,7,19,,
1992,7,20,,
1992,7,21,,
1992,7,22,,
1992,7,23,,
1992,7,24,,
1992,8,1,0.0,0.0
1992,8,2,0.0,0.0
1992,8,3,0.0,0.0
1992,8,4,0.0,0.0
1992,8,5,0.0,0.0
1992,8,6,0.0,0.0
1992,8,7,0.0,0.0
1992,8,8,0.005,1.3888888888888888
1992,8,9,0.039,10.833333333333334
1992,8,10,0.116,32.22222222222222
1992,8,11,0.223,61.94444444444444
1992,8,12,0.282,78.33333333333333
1992,8,13,0.284,78.88888888888889
1992,8,14,0.226,62.77777777777778
1992,8,15,0.133,36.94444444444444
1992,8,16,0.047,13.055555555555555
1992,8,17,0.005,1.3888888888888888
1992,8,18,0.0,0.0
1992,8,19,0.0,0.0
1992,8,20,0.0,0.0
1992,8,21,0.0,0.0
1992,8,22,0.0,0.0
1992,8,23,0.0,0.0
1992,8,24,0.0,0.0
1992,9,1,0.0,0.0
1992,9,2,0.0,0.0
1992,9,3,0.0,0.0
1992,9,4,0.0,0.0
1992,9,5,0.0,0.0
1992,9,6,0.003,0.8333333333333334
1992,9,7,0.056,15.555555555555555
1992,9,8,0.232,64.44444444444444
1992,9,9,0.475,131.94444444444443
1992,9,10,0.721,200.27777777777777
1992,9,11,0.901,250.27777777777777
1992,9,12,1.011,280.8333333333333
1992,9,13,1.027,285.27777777777777
1992,9,14,0.96,266.66666666666663
1992,9,15,0.774,215.0
1992,9,16,0.526,146.11111111111111
1992,9,17,0.28,77.77777777777779
1992,9,18,0.091,25.277777777777775
1992,9,19,0.009,2.4999999999999996
1992,9,20,0.0,0.0
1992,9,21,0.0,0.0
1992,9,22,0.0,0.0
1992,9,23,0.0,0.0
1992,9,24,0.0,0.0
1992,10,1,0.0,0.0
1992,10,2,0.0,0.0
1992,10,3,0.001,0.2777777777777778
1992,10,4,0.021,5.833333333333334
1992,10,5,0.091,25.277777777777775
1992,10,6,0.277,76.94444444444444
1992,10,7,0.56,155.55555555555557
1992,10,8,0.881,244.72222222222223
1992,10,9,1.175,326.3888888888889
1992,10,10,1.422,395.0
1992,10,11,1.647,457.5
1992,10,12,1.791,497.49999999999994
1992,10,13,1.802,500.55555555555554
1992,10,14,1.699,471.94444444444446
1992,10,15,1.499,416.3888888888889
1992,10,16,1.268,352.22222222222223
1992,10,17,0.965,268.05555555555554
1992,10,18,0.644,178.88888888888889
1992,10,19,0.306,85.0
1992,10,20,0.098,27.22222222222222
1992,10,21,0.013,3.6111111111111107
1992,10,22,0.0,0.0
1992,10,23,0.0,0.0
1992,10,24,0.0,0.0
1992,11,1,0.002,0.5555555555555556
1992,11,2,0.02,5.555555555555555
1992,11,3,0.111,30.833333333333332
1992,11,4,0.288,79.99999999999999
1992,11,5,0.543,150.83333333333334
1992,11,6,0.838,232.77777777777777
1992,11,7,1.212,336.66666666666663
1992,11,8,1.518,421.6666666666667
1992,11,9,1.865,518.0555555555555
1992,11,10,2.069,574.7222222222222
1992,11,11,2.318,643.8888888888889
1992,11,12,2.424,673.3333333333333
1992,11,13,2.445,679.1666666666666
1992,11,14,2.338,649.4444444444445
1992,11,15,2.142,595.0
1992,11,16,1.893,525.8333333333334
1992,11,17,1.58,438.8888888888889
1992,11,18,1.242,345.0
1992,11,19,0.902,250.55555555555554
1992,11,20,0.586,162.77777777777777
1992,11,21,0.315,87.5
1992,11,22,0.124,34.44444444444444
1992,11,23,0.028,7.777777777777778
1992,11,24,0.002,0.5555555555555556
1992,12,1,0.014,3.888888888888889
1992,12,2,0.082,22.77777777777778
1992,12,3,0.218,60.55555555555556
1992,12,4,0.369,102.5
1992,12,5,0.588,163.33333333333331
1992,12,6,0.86,238.88888888888889
1992,12,7,1.166,323.88888888888886
1992,12,8,1.505,418.05555555555554
1992,12,9,1.813,503.6111111111111
1992,12,10,2.106,585.0
1992,12,11,2.26,627.7777777777777
1992,12,12,2.392,664.4444444444445
1992,12,13,2.427,674.1666666666666
1992,12,14,2.337,649.1666666666667
1992,12,15,2.152,597.7777777777778
1992,12,16,1.776,493.3333333333333
1992,12,17,1.449,402.5
1992,12,18,1.166,323.88888888888886
1992,12,19,0.837,232.49999999999997
1992,12,20,0.598,166.11111111111111
1992,12,21,0.446,123.88888888888889
1992,12,22,0.235,65.27777777777777
1992,12,23,0.082,22.77777777777778
1992,12,24,0.026,7.222222222222221
1993,1,1,0.029,8.055555555555555
1993,1,2,0.076,21.11111111111111
1993,1,3,0.173,48.05555555555555
1993,1,4,0.303,84.16666666666666
1993,1,5,0.536,148.88888888888889
1993,1,6,0.809,224.72222222222223
1993,1,7,1.12,311.11111111111114
1993,1,8,1.447,401.94444444444446
1993,1,9,1.705,473.61111111111114
1993,1,10,1.968,546.6666666666666
1993,1,11,2.112,586.6666666666666
1993,1,12,2.262,628.3333333333334
1993,1,13,2.236,621.1111111111112
1993,1,14,2.074,576.1111111111111
1993,1,15,1.948,541.1111111111111
1993,1,16,1.766,490.55555555555554
1993,1,17,1.428,396.66666666666663
1993,1,18,1.118,310.5555555555556
1993,1,19,0.842,233.88888888888889
1993,1,20,0.549,152.5
1993,1,21,0.347,96.38888888888889
1993,1,22,0.184,51.11111111111111
1993,1,23,0.074,20.555555555555554
1993,1,24,0.028,7.777777777777778
1993,2,1,0.0,0.0
1993,2,2,0.001,0.2777777777777778
1993,2,3,0.01,2.7777777777777777
1993,2,4,0.044,12.222222222222221
1993,2,5,0.167,46.38888888888889
1993,2,6,0.323,89.72222222222223
1993,2,7,0.54,150.0
1993,2,8,0.8,222.22222222222223
1993,2,9,1.038,288.3333333333333
1993,2,10,1.291,358.6111111111111
1993,2,11,1.524,423.3333333333333
1993,2,12,1.565,434.7222222222222
1993,2,13,1.506,418.3333333333333
1993,2,14,1.486,412.77777777777777
1993,2,15,1.313,364.7222222222222
1993,2,16,1.104,306.6666666666667
1993,2,17,0.894,248.33333333333334
1993,2,18,0.652,181.11111111111111
1993,2,19,0.396,110.0
1993,2,20,0.185,51.388888888888886
1993,2,21,0.053,14.722222222222221
1993,2,22,0.01,2.7777777777777777
1993,2,23,0.0,0.0
1993,2,24,0.0,0.0
1993,3,1,0.0,0.0
1993,3,2,0.0,0.0
1993,3,3,0.0,0.0
1993,3,4,0.0,0.0
1993,3,5,0.002,0.5555555555555556
1993,3,6,0.041,11.38888888888889
1993,3,7,0.205,56.94444444444444
1993,3,8,0.456,126.66666666666667
1993,3,9,0.722,200.55555555555554
1993,3,10,0.893,248.05555555555554
1993,3,11,1.023,284.16666666666663
1993,3,12,1.071,297.5
1993,3,13,1.086,301.6666666666667
1993,3,14,1.034,287.22222222222223
1993,3,15,0.872,242.22222222222223
1993,3,16,0.657,182.5
1993,3,17,0.418,116.1111111111111
1993,3,18,0.19,52.77777777777778
1993,3,19,0.04,11.11111111111111
1993,3,20,0.003,0.8333333333333334
1993,3,21,0.0,0.0
1993,3,22,0.0,0.0
1993,3,23,0.0,0.0
1993,3,24,0.0,0.0
1993,4,1,0.0,0.0
1993,4,2,0.0,0.0
1993,4,3,0.0,0.0
1993,4,4,0.0,0.0
1993,4,5,0.0,0.0
1993,4,6,0.001,0.2777777777777778
1993,4,7,0.007,1.9444444444444444
1993,4,8,0.046,12.777777777777777
1993,4,9,0.148,41.11111111111111
1993,4,10,0.268,74.44444444444444
1993,4,11,0.39,108.33333333333333
1993,4,12,0.459,127.5
1993,4,13,0.442,122.77777777777777
1993,4,14,0.4,111.11111111111111
1993,4,15,0.259,71.94444444444444
1993,4,16,0.123,34.166666666666664
1993,4,17,0.038,10.555555555555555
1993,4,18,0.007,1.9444444444444444
1993,4,19,0.001,0.2777777777777778
1993,4,20,0.0,0.0
1993,4,21,0.0,0.0
1993,4,22,0.0,0.0
1993,4,23,0.0,0.0
1993,4,24,0.0,0.0
1993,5,1,0.0,0.0
1993,5,2,0.0,0.0
1993,5,3,0.0,0.0
1993,5,4,0.0,0.0
1993,5,5,0.0,0.0
1993,5,6,0.0,0.0
1993,5,7,0.0,0.0
1993,5,8,0.001,0.2777777777777778
1993,5,9,0.001,0.2777777777777778
1993,5,10,0.011,3.0555555555555554
1993,5,11,0.037,10.277777777777777
1993,5,12,0.077,21.38888888888889
1993,5,13,0.081,22.5
1993,5,14,0.039,10.833333333333334
1993,5,15,0.007,1.9444444444444444
1993,5,16,0.0,0.0
1993,5,17,0.0,0.0
1993,5,18,0.0,0.0
1993,5,19,0.0,0.0
1993,5,20,0.0,0.0
1993,5,21,0.0,0.0
1993,5,22,0.0,0.0
1993,5,23,0.0,0.0
1993,5,24,0.0,0.0
1993,6,1,,
1993,6,2,,
1993,6,3,,
1993,6,4,,
1993,6,5,,
1993,6,6,,
1993,6,7,,
1993,6,8,,
1993,6,9,,
1993,6,10,,
1993,6,11,,
1993,6,12,,
1993,6,13,,
1993,6,14,,
1993,6,15,,
1993,6,16,,
1993,6,17,,
1993,6,18,,
1993,6,19,,
1993,6,20,,
1993,6,21,,
1993,6,22,,
1993,6,23,,
1993,6,24,,
1993,7,1,0.0,0.0
1993,7,2,0.0,0.0
1993,7,3,0.0,0.0
1993,7,4,0.0,0.0
1993,7,5,0.0,0.0
1993,7,6,0.0,0.0
1993,7,7,0.0,0.0
1993,7,8,0.0,0.0
1993,7,9,0.0,0.0
1993,7,10,0.0,0.0
1993,7,11,0.005,1.3888888888888888
1993,7,12,0.022,6.111111111111111
1993,7,13,0.022,6.111111111111111
1993,7,14,0.005,1.3888888888888888
1993,7,15,0.0,0.0
1993,7,16,0.0,0.0
1993,7,17,0.0,0.0
1993,7,18,0.0,0.0
1993,7,19,0.0,0.0
1993,7,20,0.0,0.0
1993,7,21,0.0,0.0
1993,7,22,0.0,0.0
1993,7,23,0.0,0.0
1993,7,24,0.0,0.0
1993,8,1,0.0,0.0
1993,8,2,0.0,0.0
1993,8,3,0.0,0.0
1993,8,4,0.0,0.0
1993,8,5,0.0,0.0
1993,8,6,0.0,0.0
1993,8,7,0.0,0.0
1993,8,8,0.003,0.8333333333333334
1993,8,9,0.043,11.944444444444443
1993,8,10,0.134,37.22222222222222
1993,8,11,0.235,65.27777777777777
1993,8,12,0.297,82.5
1993,8,13,0.307,85.27777777777777
1993,8,14,0.253,70.27777777777777
1993,8,15,0.148,41.11111111111111
1993,8,16,0.044,12.222222222222221
1993,8,17,0.003,0.8333333333333334
1993,8,18,0.0,0.0
1993,8,19,0.0,0.0
1993,8,20,0.0,0.0
1993,8,21,0.0,0.0
1993,8,22,0.0,0.0
1993,8,23,0.0,0.0
1993,8,24,0.0,0.0
1993,9,1,0.0,0.0
1993,9,2,0.0,0.0
1993,9,3,0.0,0.0
1993,9,4,0.0,0.0
1993,9,5,0.0,0.0
1993,9,6,0.005,1.3888888888888888
1993,9,7,0.065,18.055555555555557
1993,9,8,0.225,62.5
1993,9,9,0.42,116.66666666666666
1993,9,10,0.614,170.55555555555554
1993,9,11,0.749,208.05555555555554
1993,9,12,0.832,231.1111111111111
1993,9,13,0.846,235.0
1993,9,14,0.771,214.16666666666666
1993,9,15,0.626,173.88888888888889
1993,9,16,0.403,111.94444444444444
1993,9,17,0.207,57.49999999999999
1993,9,18,0.063,17.5
1993,9,19,0.006,1.6666666666666667
1993,9,20,0.0,0.0
1993,9,21,0.0,0.0
1993,9,22,0.0,0.0
1993,9,23,0.0,0.0
1993,9,24,0.0,0.0
1993,10,1,0.0,0.0
1993,10,2,0.0,0.0
1993,10,3,0.0,0.0
1993,10,4,0.012,3.3333333333333335
1993,10,5,0.077,21.38888888888889
1993,10,6,0.222,61.666666666666664
1993,10,7,0.469,130.27777777777777
1993,10,8,0.755,209.72222222222223
1993,10,9,1.023,284.16666666666663
1993,10,10,1.309,363.6111111111111
1993,10,11,1.484,412.22222222222223
1993,10,12,1.553,431.38888888888886
1993,10,13,1.62,450.0
1993,10,14,1.505,418.05555555555554
1993,10,15,1.331,369.72222222222223
1993,10,16,1.084,301.11111111111114
1993,10,17,0.794,220.55555555555557
1993,10,18,0.521,144.72222222222223
1993,10,19,0.264,73.33333333333333
1993,10,20,0.085,23.61111111111111
1993,10,21,0.019,5.277777777777778
1993,10,22,0.002,0.5555555555555556
1993,10,23,0.0,0.0
1993,10,24,0.0,0.0
1993,11,1,0.036,9.999999999999998
1993,11,2,0.054,15.0
1993,11,3,0.172,47.77777777777777
1993,11,4,0.414,114.99999999999999
1993,11,5,0.706,196.1111111111111
1993,11,6,1.04,288.8888888888889
1993,11,7,1.362,378.33333333333337
1993,11,8,1.683,467.5
1993,11,9,2.004,556.6666666666666
1993,11,10,2.281,633.6111111111111
1993,11,11,2.491,691.9444444444445
1993,11,12,2.606,723.8888888888888
1993,11,13,2.609,724.7222222222222
1993,11,14,2.556,710.0
1993,11,15,2.344,651.1111111111111
1993,11,16,2.099,583.0555555555555
1993,11,17,1.731,480.83333333333337
1993,11,18,1.336,371.11111111111114
1993,11,19,1.017,282.49999999999994
1993,11,20,0.702,194.99999999999997
1993,11,21,0.41,113.88888888888889
1993,11,22,0.154,42.77777777777778
1993,11,23,0.057,15.833333333333334
1993,11,24,0.042,11.666666666666668
1993,12,1,0.12,33.33333333333333
1993,12,2,0.193,53.611111111111114
1993,12,3,0.317,88.05555555555556
1993,12,4,0.454,126.11111111111111
1993,12,5,0.595,165.27777777777777
1993,12,6,0.87,241.66666666666666
1993,12,7,1.114,309.44444444444446
1993,12,8,1.45,402.77777777777777
1993,12,9,1.757,488.05555555555554
1993,12,10,1.957,543.6111111111111
1993,12,11,2.125,590.2777777777777
1993,12,12,2.184,606.6666666666667
1993,12,13,2.127,590.8333333333333
1993,12,14,2.077,576.9444444444445
1993,12,15,1.984,551.1111111111111
1993,12,16,1.808,502.22222222222223
1993,12,17,1.601,444.72222222222223
1993,12,18,1.263,350.8333333333333
1993,12,19,1.017,282.49999999999994
1993,12,20,0.734,203.88888888888889
1993,12,21,0.513,142.5
1993,12,22,0.325,90.27777777777779
1993,12,23,0.163,45.27777777777778
1993,12,24,0.116,32.22222222222222
1994,1,1,0.0,0.0
1994,1,2,0.042,11.666666666666668
1994,1,3,0.171,47.5
1994,1,4,0.374,103.88888888888889
1994,1,5,0.632,175.55555555555554
1994,1,6,0.894,248.33333333333334
1994,1,7,1.268,352.22222222222223
1994,1,8,1.57,436.11111111111114
1994,1,9,1.916,532.2222222222222
1994,1,10,2.194,609.4444444444445
1994,1,11,2.37,658.3333333333334
1994,1,12,2.479,688.6111111111111
1994,1,13,2.55,708.3333333333333
1994,1,14,2.412,670.0
1994,1,15,2.191,608.6111111111111
1994,1,16,1.912,531.1111111111111
1994,1,17,1.662,461.66666666666663
1994,1,18,1.279,355.27777777777777
1994,1,19,0.976,271.1111111111111
1994,1,20,0.629,174.72222222222223
1994,1,21,0.369,102.5
1994,1,22,0.156,43.333333333333336
1994,1,23,0.031,8.61111111111111
1994,1,24,0.002,0.5555555555555556
1994,2,1,0.0,0.0
1994,2,2,0.0,0.0
1994,2,3,0.028,7.777777777777778
1994,2,4,0.114,31.666666666666668
1994,2,5,0.327,90.83333333333333
1994,2,6,0.587,163.05555555555554
1994,2,7,0.955,265.27777777777777
1994,2,8,1.356,376.6666666666667
1994,2,9,1.714,476.1111111111111
1994,2,10,1.955,543.0555555555555
1994,2,11,2.2,611.1111111111112
1994,2,12,2.23,619.4444444444445
1994,2,13,2.359,655.2777777777777
1994,2,14,2.194,609.4444444444445
1994,2,15,2.12,588.8888888888889
1994,2,16,1.777,493.6111111111111
1994,2,17,1.318,366.11111111111114
1994,2,18,0.986,273.88888888888886
1994,2,19,0.651,180.83333333333334
1994,2,20,0.313,86.94444444444444
1994,2,21,0.078,21.666666666666668
1994,2,22,0.026,7.222222222222221
1994,2,23,0.0,0.0
1994,2,24,0.0,0.0
1994,3,1,0.0,0.0
1994,3,2,0.0,0.0
1994,3,3,0.0,0.0
1994,3,4,0.0,0.0
1994,3,5,0.029,8.055555555555555
1994,3,6,0.076,21.11111111111111
1994,3,7,0.217,60.27777777777778
1994,3,8,0.433,120.27777777777777
1994,3,9,0.696,193.33333333333331
1994,3,10,0.941,261.38888888888886
1994,3,11,1.13,313.88888888888886
1994,3,12,1.202,333.88888888888886
1994,3,13,1.206,335.0
1994,3,14,1.158,321.66666666666663
1994,3,15,0.986,273.88888888888886
1994,3,16,0.764,212.22222222222223
1994,3,17,0.507,140.83333333333334
1994,3,18,0.223,61.94444444444444
1994,3,19,0.046,12.777777777777777
1994,3,20,0.008,2.2222222222222223
1994,3,21,0.0,0.0
1994,3,22,0.0,0.0
1994,3,23,0.0,0.0
1994,3,24,0.0,0.0
