year,month,source_hour,radiation_mj_m2,irradiance_w_m2
1994,4,1,0.0,0.0
1994,4,2,0.0,0.0
1994,4,3,0.0,0.0
1994,4,4,0.0,0.0
1994,4,5,0.0,0.0
1994,4,6,0.0,0.0
1994,4,7,0.002,0.5555555555555556
1994,4,8,0.024,6.666666666666667
1994,4,9,0.055,15.277777777777777
1994,4,10,0.117,32.5
1994,4,11,0.214,59.44444444444444
1994,4,12,0.278,77.22222222222223
1994,4,13,0.264,73.33333333333333
1994,4,14,0.219,60.83333333333333
1994,4,15,0.217,60.27777777777778
1994,4,16,0.138,38.333333333333336
1994,4,17,0.066,18.333333333333332
1994,4,18,0.0,0.0
1994,4,19,0.0,0.0
1994,4,20,0.0,0.0
1994,4,21,0.0,0.0
1994,4,22,0.0,0.0
1994,4,23,0.0,0.0
1994,4,24,0.0,0.0
1994,5,1,0.0,0.0
1994,5,2,0.0,0.0
1994,5,3,0.0,0.0
1994,5,4,0.0,0.0
1994,5,5,0.0,0.0
1994,5,6,0.0,0.0
1994,5,7,0.0,0.0
1994,5,8,0.0,0.0
1994,5,9,0.0,0.0
1994,5,10,0.011,3.0555555555555554
1994,5,11,0.062,17.22222222222222
1994,5,12,0.133,36.94444444444444
1994,5,13,0.134,37.22222222222222
1994,5,14,0.089,24.72222222222222
1994,5,15,0.029,8.055555555555555
1994,5,16,0.002,0.5555555555555556
1994,5,17,0.0,0.0
1994,5,18,0.0,0.0
1994,5,19,0.0,0.0
1994,5,20,0.0,0.0
1994,5,21,0.0,0.0
1994,5,22,0.0,0.0
1994,5,23,0.0,0.0
1994,5,24,0.0,0.0
1994,6,1,,
1994,6,2,,
1994,6,3,,
1994,6,4,,
1994,6,5,,
1994,6,6,,
1994,6,7,,
1994,6,8,,
1994,6,9,,
1994,6,10,,
1994,6,11,,
1994,6,12,,
1994,6,13,,
1994,6,14,,
1994,6,15,,
1994,6,16,,
1994,6,17,,
1994,6,18,,
1994,6,19,,
1994,6,20,,
1994,6,21,,
1994,6,22,,
1994,6,23,,
1994,6,24,,
1994,7,1,0.0,0.0
1994,7,2,0.0,0.0
1994,7,3,0.0,0.0
1994,7,4,0.0,0.0
1994,7,5,0.0,0.0
1994,7,6,0.0,0.0
1994,7,7,0.0,0.0
1994,7,8,0.0,0.0
1994,7,9,0.0,0.0
1994,7,10,0.0,0.0
1994,7,11,0.01,2.7777777777777777
1994,7,12,0.07,19.444444444444446
1994,7,13,0.09,25.0
1994,7,14,0.04,11.11111111111111
1994,7,15,0.015,4.166666666666666
1994,7,16,0.0,0.0
1994,7,17,0.0,0.0
1994,7,18,0.0,0.0
1994,7,19,0.0,0.0
1994,7,20,0.0,0.0
1994,7,21,0.0,0.0
1994,7,22,0.0,0.0
1994,7,23,0.0,0.0
1994,7,24,0.0,0.0
1994,8,1,0.0,0.0
1994,8,2,0.0,0.0
1994,8,3,0.0,0.0
1994,8,4,0.0,0.0
1994,8,5,0.0,0.0
1994,8,6,0.0,0.0
1994,8,7,0.0,0.0
1994,8,8,0.009,2.4999999999999996
1994,8,9,0.061,16.944444444444443
1994,8,10,0.141,39.166666666666664
1994,8,11,0.204,56.666666666666664
1994,8,12,0.252,70.0
1994,8,13,0.238,66.1111111111111
1994,8,14,0.179,49.72222222222222
1994,8,15,0.108,30.0
1994,8,16,0.033,9.166666666666666
1994,8,17,0.003,0.8333333333333334
1994,8,18,0.0,0.0
1994,8,19,0.0,0.0
1994,8,20,0.0,0.0
1994,8,21,0.0,0.0
1994,8,22,0.0,0.0
1994,8,23,0.0,0.0
1994,8,24,0.0,0.0
1994,9,1,0.0,0.0
1994,9,2,0.0,0.0
1994,9,3,0.0,0.0
1994,9,4,0.0,0.0
1994,9,5,0.0,0.0
1994,9,6,0.012,3.3333333333333335
1994,9,7,0.092,25.555555555555554
1994,9,8,0.281,78.05555555555556
1994,9,9,0.492,136.66666666666666
1994,9,10,0.694,192.77777777777777
1994,9,11,0.839,233.05555555555554
1994,9,12,0.909,252.5
1994,9,13,0.93,258.3333333333333
1994,9,14,0.869,241.38888888888889
1994,9,15,0.718,199.44444444444443
1994,9,16,0.512,142.22222222222223
1994,9,17,0.278,77.22222222222223
1994,9,18,0.099,27.5
1994,9,19,0.007,1.9444444444444444
1994,9,20,0.0,0.0
1994,9,21,0.0,0.0
1994,9,22,0.0,0.0
1994,9,23,0.0,0.0
1994,9,24,0.0,0.0
1994,10,1,0.0,0.0
1994,10,2,0.0,0.0
1994,10,3,0.001,0.2777777777777778
1994,10,4,0.027,7.5
1994,10,5,0.129,35.833333333333336
1994,10,6,0.28,77.77777777777779
1994,10,7,0.545,151.38888888888889
1994,10,8,0.833,231.38888888888889
1994,10,9,1.158,321.66666666666663
1994,10,10,1.359,377.5
1994,10,11,1.543,428.6111111111111
1994,10,12,1.667,463.05555555555554
1994,10,13,1.601,444.72222222222223
1994,10,14,1.547,429.7222222222222
1994,10,15,1.373,381.38888888888886
1994,10,16,1.123,311.94444444444446
1994,10,17,0.902,250.55555555555554
1994,10,18,0.61,169.44444444444443
1994,10,19,0.35,97.22222222222221
1994,10,20,0.131,36.38888888888889
1994,10,21,0.031,8.61111111111111
1994,10,22,0.003,0.8333333333333334
1994,10,23,0.0,0.0
1994,10,24,0.0,0.0
1994,11,1,0.005,1.3888888888888888
1994,11,2,0.017,4.722222222222222
1994,11,3,0.138,38.333333333333336
1994,11,4,0.347,96.38888888888889
1994,11,5,0.573,159.16666666666666
1994,11,6,0.802,222.77777777777777
1994,11,7,1.13,313.88888888888886
1994,11,8,1.393,386.94444444444446
1994,11,9,1.763,489.7222222222222
1994,11,10,2.082,578.3333333333333
1994,11,11,2.29,636.1111111111111
1994,11,12,2.388,663.3333333333333
1994,11,13,2.403,667.5
1994,11,14,2.32,644.4444444444443
1994,11,15,2.079,577.5
1994,11,16,1.738,482.77777777777777
1994,11,17,1.391,386.38888888888886
1994,11,18,1.152,319.99999999999994
1994,11,19,0.927,257.5
1994,11,20,0.593,164.7222222222222
1994,11,21,0.336,93.33333333333334
1994,11,22,0.124,34.44444444444444
1994,11,23,0.029,8.055555555555555
1994,11,24,0.013,3.6111111111111107
1994,12,1,0.015,4.166666666666666
1994,12,2,0.081,22.5
1994,12,3,0.251,69.72222222222221
1994,12,4,0.421,116.94444444444444
1994,12,5,0.627,174.16666666666666
1994,12,6,0.902,250.55555555555554
1994,12,7,1.281,355.8333333333333
1994,12,8,1.555,431.9444444444444
1994,12,9,1.815,504.16666666666663
1994,12,10,2.138,593.8888888888888
1994,12,11,2.247,624.1666666666666
1994,12,12,2.323,645.2777777777777
1994,12,13,2.398,666.1111111111111
1994,12,14,2.37,658.3333333333334
1994,12,15,2.208,613.3333333333334
1994,12,16,1.973,548.0555555555555
1994,12,17,1.633,453.6111111111111
1994,12,18,1.341,372.5
1994,12,19,1.029,285.8333333333333
1994,12,20,0.74,205.55555555555554
1994,12,21,0.467,129.72222222222223
1994,12,22,0.281,78.05555555555556
1994,12,23,0.092,25.555555555555554
1994,12,24,0.025,6.944444444444445
1995,1,1,0.042,11.666666666666668
1995,1,2,0.068,18.88888888888889
1995,1,3,0.174,48.33333333333333
1995,1,4,0.343,95.27777777777779
1995,1,5,0.568,157.77777777777777
1995,1,6,0.822,228.33333333333331
1995,1,7,1.171,325.27777777777777
1995,1,8,1.539,427.49999999999994
1995,1,9,1.9,527.7777777777777
1995,1,10,2.124,590.0
1995,1,11,2.238,621.6666666666666
1995,1,12,2.376,660.0
1995,1,13,2.469,685.8333333333333
1995,1,14,2.309,641.3888888888889
1995,1,15,2.145,595.8333333333334
1995,1,16,1.879,521.9444444444445
1995,1,17,1.586,440.55555555555554
1995,1,18,1.209,335.83333333333337
1995,1,19,0.897,249.16666666666666
1995,1,20,0.606,168.33333333333331
1995,1,21,0.39,108.33333333333333
1995,1,22,0.181,50.27777777777778
1995,1,23,0.077,21.38888888888889
1995,1,24,0.046,12.777777777777777
1995,2,1,0.006,1.6666666666666667
1995,2,2,0.007,1.9444444444444444
1995,2,3,0.022,6.111111111111111
1995,2,4,0.091,25.277777777777775
1995,2,5,0.249,69.16666666666667
1995,2,6,0.435,120.83333333333333
1995,2,7,0.645,179.16666666666666
1995,2,8,0.88,244.44444444444443
1995,2,9,1.111,308.6111111111111
1995,2,10,1.332,370.0
1995,2,11,1.46,405.55555555555554
1995,2,12,1.662,461.66666666666663
1995,2,13,1.646,457.2222222222222
1995,2,14,1.594,442.77777777777777
1995,2,15,1.406,390.55555555555554
1995,2,16,1.155,320.8333333333333
1995,2,17,0.924,256.6666666666667
1995,2,18,0.728,202.2222222222222
1995,2,19,0.474,131.66666666666666
1995,2,20,0.234,65.0
1995,2,21,0.082,22.77777777777778
1995,2,22,0.024,6.666666666666667
1995,2,23,0.006,1.6666666666666667
1995,2,24,0.003,0.8333333333333334
1995,3,1,0.0,0.0
1995,3,2,0.0,0.0
1995,3,3,0.0,0.0
1995,3,4,0.0,0.0
1995,3,5,0.005,1.3888888888888888
1995,3,6,0.05,13.88888888888889
1995,3,7,0.22,61.11111111111111
1995,3,8,0.474,131.66666666666666
1995,3,9,0.732,203.33333333333331
1995,3,10,1.007,279.7222222222222
1995,3,11,1.132,314.4444444444444
1995,3,12,1.151,319.72222222222223
1995,3,13,1.175,326.3888888888889
1995,3,14,1.127,313.05555555555554
1995,3,15,0.992,275.55555555555554
1995,3,16,0.777,215.83333333333334
1995,3,17,0.534,148.33333333333334
1995,3,18,0.285,79.16666666666666
1995,3,19,0.086,23.888888888888886
1995,3,20,0.006,1.6666666666666667
1995,3,21,0.0,0.0
1995,3,22,0.0,0.0
1995,3,23,0.0,0.0
1995,3,24,0.0,0.0
1995,4,1,0.0,0.0
1995,4,2,0.0,0.0
1995,4,3,0.0,0.0
1995,4,4,0.0,0.0
1995,4,5,0.0,0.0
1995,4,6,0.0,0.0
1995,4,7,0.0,0.0
1995,4,8,0.012,3.3333333333333335
1995,4,9,0.075,20.833333333333332
1995,4,10,0.236,65.55555555555556
1995,4,11,0.317,88.05555555555556
1995,4,12,0.358,99.44444444444444
1995,4,13,0.322,89.44444444444444
1995,4,14,0.311,86.38888888888889
1995,4,15,0.234,65.0
1995,4,16,0.115,31.944444444444446
1995,4,17,0.028,7.777777777777778
1995,4,18,0.002,0.5555555555555556
1995,4,19,0.0,0.0
1995,4,20,0.0,0.0
1995,4,21,0.0,0.0
1995,4,22,0.0,0.0
1995,4,23,0.0,0.0
1995,4,24,0.0,0.0
1995,5,1,0.0,0.0
1995,5,2,0.0,0.0
1995,5,3,0.0,0.0
1995,5,4,0.0,0.0
1995,5,5,0.0,0.0
1995,5,6,0.0,0.0
1995,5,7,0.0,0.0
1995,5,8,0.0,0.0
1995,5,9,0.0,0.0
1995,5,10,0.008,2.2222222222222223
1995,5,11,0.045,12.5
1995,5,12,0.072,19.999999999999996
1995,5,13,0.073,20.277777777777775
1995,5,14,0.042,11.666666666666668
1995,5,15,0.017,4.722222222222222
1995,5,16,0.003,0.8333333333333334
1995,5,17,0.0,0.0
1995,5,18,0.0,0.0
1995,5,19,0.0,0.0
1995,5,20,0.0,0.0
1995,5,21,0.0,0.0
1995,5,22,0.0,0.0
1995,5,23,0.0,0.0
1995,5,24,0.0,0.0
1995,6,1,,
1995,6,2,,
1995,6,3,,
1995,6,4,,
1995,6,5,,
1995,6,6,,
1995,6,7,,
1995,6,8,,
1995,6,9,,
1995,6,10,,
1995,6,11,,
1995,6,12,,
1995,6,13,,
1995,6,14,,
1995,6,15,,
1995,6,16,,
1995,6,17,,
1995,6,18,,
1995,6,19,,
1995,6,20,,
1995,6,21,,
1995,6,22,,
1995,6,23,,
1995,6,24,,
1995,7,1,0.0,0.0
1995,7,2,0.0,0.0
1995,7,3,0.0,0.0
1995,7,4,0.0,0.0
1995,7,5,0.0,0.0
1995,7,6,0.0,0.0
1995,7,7,0.0,0.0
1995,7,8,0.0,0.0
1995,7,9,0.0,0.0
1995,7,10,0.002,0.5555555555555556
1995,7,11,0.024,6.666666666666667
1995,7,12,0.057,15.833333333333334
1995,7,13,0.053,14.722222222222221
1995,7,14,0.026,7.222222222222221
1995,7,15,0.003,0.8333333333333334
1995,7,16,0.0,0.0
1995,7,17,0.0,0.0
1995,7,18,0.0,0.0
1995,7,19,0.0,0.0
1995,7,20,0.0,0.0
1995,7,21,0.0,0.0
1995,7,22,0.0,0.0
1995,7,23,0.0,0.0
1995,7,24,0.0,0.0
1995,8,1,0.0,0.0
1995,8,2,0.0,0.0
1995,8,3,0.0,0.0
1995,8,4,0.0,0.0
1995,8,5,0.0,0.0
1995,8,6,0.0,0.0
1995,8,7,0.0,0.0
1995,8,8,0.002,0.5555555555555556
1995,8,9,0.019,5.277777777777778
1995,8,10,0.091,25.277777777777775
1995,8,11,0.196,54.44444444444444
1995,8,12,0.257,71.38888888888889
1995,8,13,0.256,71.11111111111111
1995,8,14,0.173,48.05555555555555
1995,8,15,0.091,25.277777777777775
1995,8,16,0.034,9.444444444444445
1995,8,17,0.007,1.9444444444444444
1995,8,18,0.001,0.2777777777777778
1995,8,19,0.0,0.0
1995,8,20,0.0,0.0
1995,8,21,0.0,0.0
1995,8,22,0.0,0.0
1995,8,23,0.0,0.0
1995,8,24,0.0,0.0
1995,9,1,0.0,0.0
1995,9,2,0.0,0.0
1995,9,3,0.0,0.0
1995,9,4,0.0,0.0
1995,9,5,0.0,0.0
1995,9,6,0.007,1.9444444444444444
1995,9,7,0.086,23.888888888888886
1995,9,8,0.311,86.38888888888889
1995,9,9,0.583,161.94444444444443
1995,9,10,0.796,221.11111111111111
1995,9,11,0.945,262.5
1995,9,12,1.015,281.9444444444444
1995,9,13,1.027,285.27777777777777
1995,9,14,0.949,263.6111111111111
1995,9,15,0.801,222.5
1995,9,16,0.553,153.61111111111111
1995,9,17,0.278,77.22222222222223
1995,9,18,0.079,21.944444444444443
1995,9,19,0.006,1.6666666666666667
1995,9,20,0.0,0.0
1995,9,21,0.0,0.0
1995,9,22,0.0,0.0
1995,9,23,0.0,0.0
1995,9,24,0.0,0.0
1995,10,1,0.0,0.0
1995,10,2,0.0,0.0
1995,10,3,0.004,1.1111111111111112
1995,10,4,0.02,5.555555555555555
1995,10,5,0.103,28.611111111111107
1995,10,6,0.271,75.27777777777779
1995,10,7,0.52,144.44444444444446
1995,10,8,0.832,231.1111111111111
1995,10,9,1.156,321.1111111111111
1995,10,10,1.414,392.77777777777777
1995,10,11,1.624,451.11111111111114
1995,10,12,1.731,480.83333333333337
1995,10,13,1.717,476.94444444444446
1995,10,14,1.64,455.55555555555554
1995,10,15,1.458,405.0
1995,10,16,1.188,330.0
1995,10,17,0.918,255.0
1995,10,18,0.61,169.44444444444443
1995,10,19,0.298,82.77777777777777
1995,10,20,0.088,24.444444444444443
1995,10,21,0.01,2.7777777777777777
1995,10,22,0.0,0.0
1995,10,23,0.0,0.0
1995,10,24,0.0,0.0
1995,11,1,0.0,0.0
1995,11,2,0.006,1.6666666666666667
1995,11,3,0.1,27.77777777777778
1995,11,4,0.246,68.33333333333333
1995,11,5,0.466,129.44444444444446
1995,11,6,0.697,193.6111111111111
1995,11,7,0.97,269.44444444444446
1995,11,8,1.237,343.61111111111114
1995,11,9,1.542,428.3333333333333
1995,11,10,1.749,485.83333333333337
1995,11,11,1.921,533.6111111111111
1995,11,12,1.984,551.1111111111111
1995,11,13,1.933,536.9444444444445
1995,11,14,1.916,532.2222222222222
1995,11,15,1.773,492.49999999999994
1995,11,16,1.585,440.27777777777777
1995,11,17,1.275,354.16666666666663
1995,11,18,0.981,272.5
1995,11,19,0.722,200.55555555555554
1995,11,20,0.45,125.0
1995,11,21,0.24,66.66666666666666
1995,11,22,0.061,16.944444444444443
1995,11,23,0.007,1.9444444444444444
1995,11,24,0.003,0.8333333333333334
1995,12,1,0.094,26.11111111111111
1995,12,2,0.18,50.0
1995,12,3,0.289,80.27777777777777
1995,12,4,0.442,122.77777777777777
1995,12,5,0.631,175.27777777777777
1995,12,6,0.91,252.77777777777777
1995,12,7,1.193,331.3888888888889
1995,12,8,1.453,403.61111111111114
1995,12,9,1.677,465.8333333333333
1995,12,10,1.978,549.4444444444445
1995,12,11,2.115,587.5
1995,12,12,2.154,598.3333333333333
1995,12,13,2.182,606.1111111111111
1995,12,14,2.081,578.0555555555555
1995,12,15,1.807,501.9444444444444
1995,12,16,1.597,443.6111111111111
1995,12,17,1.391,386.38888888888886
1995,12,18,1.159,321.94444444444446
1995,12,19,0.919,255.27777777777777
1995,12,20,0.7,194.44444444444443
1995,12,21,0.481,133.61111111111111
1995,12,22,0.322,89.44444444444444
1995,12,23,0.162,45.0
1995,12,24,0.097,26.944444444444443
1996,1,1,0.015,4.166666666666666
1996,1,2,0.138,38.333333333333336
1996,1,3,0.333,92.5
1996,1,4,0.574,159.44444444444443
1996,1,5,0.845,234.7222222222222
1996,1,6,1.205,334.72222222222223
1996,1,7,1.554,431.6666666666667
1996,1,8,1.933,536.9444444444445
1996,1,9,2.206,612.7777777777777
1996,1,10,2.354,653.8888888888889
1996,1,11,2.571,714.1666666666667
1996,1,12,2.619,727.5
1996,1,13,2.484,690.0
1996,1,14,2.256,626.6666666666666
1996,1,15,2.01,558.3333333333333
1996,1,16,1.631,453.05555555555554
1996,1,17,1.292,358.8888888888889
1996,1,18,0.967,268.6111111111111
1996,1,19,0.678,188.33333333333334
1996,1,20,0.408,113.33333333333333
1996,1,21,0.155,43.05555555555556
1996,1,22,0.075,20.833333333333332
1996,1,23,0.019,5.277777777777778
1996,1,24,0.005,1.3888888888888888
1996,2,1,0.0,0.0
1996,2,2,0.0,0.0
1996,2,3,0.073,20.277777777777775
1996,2,4,0.248,68.88888888888889
1996,2,5,0.466,129.44444444444446
1996,2,6,0.715,198.6111111111111
1996,2,7,0.86,238.88888888888889
1996,2,8,1.164,323.3333333333333
1996,2,9,1.265,351.38888888888886
1996,2,10,1.432,397.77777777777777
1996,2,11,1.536,426.6666666666667
1996,2,12,1.574,437.22222222222223
1996,2,13,1.567,435.27777777777777
1996,2,14,1.427,396.3888888888889
1996,2,15,1.129,313.6111111111111
1996,2,16,0.875,243.05555555555554
1996,2,17,0.598,166.11111111111111
1996,2,18,0.37,102.77777777777777
1996,2,19,0.185,51.388888888888886
1996,2,20,0.042,11.666666666666668
1996,2,21,0.007,1.9444444444444444
1996,2,22,0.003,0.8333333333333334
1996,2,23,0.0,0.0
1996,2,24,0.0,0.0
1996,3,1,0.0,0.0
1996,3,2,0.0,0.0
1996,3,3,0.0,0.0
1996,3,4,0.007,1.9444444444444444
1996,3,5,0.087,24.166666666666664
1996,3,6,0.285,79.16666666666666
1996,3,7,0.563,156.38888888888886
1996,3,8,0.802,222.77777777777777
1996,3,9,1.007,279.7222222222222
1996,3,10,1.129,313.6111111111111
1996,3,11,1.2,333.3333333333333
1996,3,12,1.183,328.61111111111114
1996,3,13,1.085,301.38888888888886
1996,3,14,0.938,260.55555555555554
1996,3,15,0.673,186.94444444444446
1996,3,16,0.403,111.94444444444444
1996,3,17,0.161,44.72222222222222
1996,3,18,0.025,6.944444444444445
1996,3,19,0.001,0.2777777777777778
1996,3,20,0.0,0.0
1996,3,21,0.0,0.0
1996,3,22,0.0,0.0
1996,3,23,0.0,0.0
1996,3,24,0.0,0.0
1996,4,1,0.0,0.0
1996,4,2,0.0,0.0
1996,4,3,0.0,0.0
1996,4,4,0.0,0.0
1996,4,5,0.0,0.0
1996,4,6,0.011,3.0555555555555554
1996,4,7,0.075,20.833333333333332
1996,4,8,0.213,59.166666666666664
1996,4,9,0.344,95.55555555555554
1996,4,10,0.446,123.88888888888889
1996,4,11,0.472,131.11111111111111
1996,4,12,0.426,118.33333333333333
1996,4,13,0.313,86.94444444444444
1996,4,14,0.181,50.27777777777778
1996,4,15,0.07,19.444444444444446
1996,4,16,0.013,3.6111111111111107
1996,4,17,0.006,1.6666666666666667
1996,4,18,0.0,0.0
1996,4,19,0.0,0.0
1996,4,20,0.0,0.0
1996,4,21,0.0,0.0
1996,4,22,0.0,0.0
1996,4,23,0.0,0.0
1996,4,24,0.0,0.0
1996,5,1,,
1996,5,2,,
1996,5,3,,
1996,5,4,,
1996,5,5,,
1996,5,6,,
1996,5,7,,
1996,5,8,,
1996,5,9,,
1996,5,10,,
1996,5,11,,
1996,5,12,,
1996,5,13,,
1996,5,14,,
1996,5,15,,
1996,5,16,,
1996,5,17,,
1996,5,18,,
1996,5,19,,
1996,5,20,,
1996,5,21,,
1996,5,22,,
1996,5,23,,
1996,5,24,,
1996,6,1,,
1996,6,2,,
1996,6,3,,
1996,6,4,,
1996,6,5,,
1996,6,6,,
1996,6,7,,
1996,6,8,,
1996,6,9,,
1996,6,10,,
1996,6,11,,
1996,6,12,,
1996,6,13,,
1996,6,14,,
1996,6,15,,
1996,6,16,,
1996,6,17,,
1996,6,18,,
1996,6,19,,
1996,6,20,,
1996,6,21,,
1996,6,22,,
1996,6,23,,
1996,6,24,,
1996,7,1,0.0,0.0
1996,7,2,0.0,0.0
1996,7,3,0.0,0.0
1996,7,4,0.0,0.0
1996,7,5,0.0,0.0
1996,7,6,0.0,0.0
1996,7,7,0.0,0.0
1996,7,8,0.0,0.0
1996,7,9,0.004,1.1111111111111112
1996,7,10,0.014,3.888888888888889
1996,7,11,0.026,7.222222222222221
1996,7,12,0.016,4.444444444444445
1996,7,13,0.011,3.0555555555555554
1996,7,14,0.004,1.1111111111111112
1996,7,15,0.0,0.0
1996,7,16,0.0,0.0
1996,7,17,0.0,0.0
1996,7,18,0.0,0.0
1996,7,19,0.0,0.0
1996,7,20,0.0,0.0
1996,7,21,0.0,0.0
1996,7,22,0.0,0.0
1996,7,23,0.0,0.0
1996,7,24,0.0,0.0
1996,8,1,0.0,0.0
1996,8,2,0.0,0.0
1996,8,3,0.0,0.0
1996,8,4,0.0,0.0
1996,8,5,0.0,0.0
1996,8,6,0.0,0.0
1996,8,7,0.009,2.4999999999999996
1996,8,8,0.062,17.22222222222222
1996,8,9,0.146,40.55555555555555
1996,8,10,0.237,65.83333333333333
1996,8,11,0.287,79.72222222222221
1996,8,12,0.265,73.61111111111111
1996,8,13,0.174,48.33333333333333
1996,8,14,0.067,18.61111111111111
1996,8,15,0.01,2.7777777777777777
1996,8,16,0.0,0.0
1996,8,17,0.0,0.0
1996,8,18,0.0,0.0
1996,8,19,0.0,0.0
1996,8,20,0.0,0.0
1996,8,21,0.0,0.0
1996,8,22,0.0,0.0
1996,8,23,0.0,0.0
1996,8,24,0.0,0.0
1996,9,1,0.0,0.0
1996,9,2,0.0,0.0
1996,9,3,0.0,0.0
1996,9,4,0.001,0.2777777777777778
1996,9,5,0.028,7.777777777777778
1996,9,6,0.121,33.61111111111111
1996,9,7,0.28,77.77777777777779
1996,9,8,0.467,129.72222222222223
1996,9,9,0.595,165.27777777777777
1996,9,10,0.672,186.66666666666669
1996,9,11,0.727,201.94444444444443
1996,9,12,0.63,175.0
1996,9,13,0.522,145.0
1996,9,14,0.4,111.11111111111111
1996,9,15,0.214,59.44444444444444
1996,9,16,0.077,21.38888888888889
1996,9,17,0.019,5.277777777777778
1996,9,18,0.002,0.5555555555555556
1996,9,19,0.0,0.0
1996,9,20,0.0,0.0
1996,9,21,0.0,0.0
1996,9,22,0.0,0.0
1996,9,23,0.0,0.0
1996,9,24,0.0,0.0
1996,10,1,0.0,0.0
1996,10,2,0.013,3.6111111111111107
1996,10,3,0.096,26.666666666666668
1996,10,4,0.219,60.83333333333333
1996,10,5,0.473,131.38888888888889
1996,10,6,0.727,201.94444444444443
1996,10,7,0.996,276.6666666666667
1996,10,8,1.249,346.94444444444446
1996,10,9,1.403,389.72222222222223
1996,10,10,1.511,419.7222222222222
1996,10,11,1.504,417.77777777777777
1996,10,12,1.419,394.1666666666667
1996,10,13,1.308,363.3333333333333
1996,10,14,1.096,304.44444444444446
1996,10,15,0.81,225.0
1996,10,16,0.53,147.22222222222223
1996,10,17,0.276,76.66666666666667
1996,10,18,0.1,27.77777777777778
1996,10,19,0.005,1.3888888888888888
1996,10,20,0.0,0.0
1996,10,21,0.0,0.0
1996,10,22,0.0,0.0
1996,10,23,0.0,0.0
1996,10,24,0.0,0.0
1996,11,1,0.096,26.666666666666668
1996,11,2,0.293,81.38888888888889
1996,11,3,0.549,152.5
1996,11,4,0.79,219.44444444444446
1996,11,5,1.091,303.05555555555554
1996,11,6,1.424,395.55555555555554
1996,11,7,1.742,483.88888888888886
1996,11,8,2.01,558.3333333333333
1996,11,9,2.18,605.5555555555555
1996,11,10,2.252,625.5555555555554
1996,11,11,2.226,618.3333333333333
1996,11,12,2.131,591.9444444444443
1996,11,13,1.918,532.7777777777777
1996,11,14,1.659,460.8333333333333
1996,11,15,1.395,387.5
1996,11,16,1.071,297.5
1996,11,17,0.796,221.11111111111111
1996,11,18,0.582,161.66666666666666
1996,11,19,0.304,84.44444444444444
1996,11,20,0.118,32.77777777777778
1996,11,21,0.044,12.222222222222221
1996,11,22,0.025,6.944444444444445
1996,11,23,0.024,6.666666666666667
1996,11,24,0.029,8.055555555555555
1996,12,1,0.275,76.3888888888889
1996,12,2,0.44,122.22222222222221
1996,12,3,0.626,173.88888888888889
1996,12,4,0.879,244.16666666666666
1996,12,5,1.18,327.77777777777777
1996,12,6,1.436,398.88888888888886
1996,12,7,1.722,478.3333333333333
1996,12,8,1.981,550.2777777777778
1996,12,9,2.128,591.1111111111111
1996,12,10,2.289,635.8333333333334
1996,12,11,2.365,656.9444444444445
1996,12,12,2.363,656.3888888888889
1996,12,13,2.153,598.0555555555555
1996,12,14,1.872,520.0
1996,12,15,1.625,451.38888888888886
1996,12,16,1.328,368.8888888888889
1996,12,17,1.056,293.3333333333333
1996,12,18,0.805,223.61111111111111
1996,12,19,0.554,153.88888888888889
1996,12,20,0.355,98.6111111111111
1996,12,21,0.13,36.111111111111114
1996,12,22,0.062,17.22222222222222
1996,12,23,0.026,7.222222222222221
1996,12,24,0.013,3.6111111111111107
1997,1,1,0.018,4.999999999999999
1997,1,2,0.088,24.444444444444443
1997,1,3,0.242,67.22222222222221
1997,1,4,0.41,113.88888888888889
1997,1,5,0.611,169.72222222222223
1997,1,6,0.9,250.0
1997,1,7,1.271,353.05555555555554
1997,1,8,1.552,431.1111111111111
1997,1,9,1.872,520.0
1997,1,10,2.158,599.4444444444445
1997,1,11,2.372,658.8888888888888
1997,1,12,2.421,672.4999999999999
1997,1,13,2.493,692.5
1997,1,14,2.337,649.1666666666667
1997,1,15,2.202,611.6666666666666
1997,1,16,1.932,536.6666666666666
1997,1,17,1.625,451.38888888888886
1997,1,18,1.316,365.55555555555554
1997,1,19,1.003,278.6111111111111
1997,1,20,0.7,194.44444444444443
1997,1,21,0.443,123.05555555555556
1997,1,22,0.207,57.49999999999999
1997,1,23,0.049,13.61111111111111
1997,1,24,0.015,4.166666666666666
1997,2,1,0.003,0.8333333333333334
1997,2,2,0.006,1.6666666666666667
1997,2,3,0.01,2.7777777777777777
1997,2,4,0.063,17.5
1997,2,5,0.249,69.16666666666667
1997,2,6,0.445,123.61111111111111
1997,2,7,0.686,190.55555555555557
1997,2,8,0.937,260.27777777777777
1997,2,9,1.229,341.3888888888889
1997,2,10,1.476,410.0
1997,2,11,1.714,476.1111111111111
1997,2,12,1.817,504.7222222222222
1997,2,13,1.947,540.8333333333334
1997,2,14,1.925,534.7222222222222
1997,2,15,1.791,497.49999999999994
1997,2,16,1.534,426.1111111111111
1997,2,17,1.269,352.49999999999994
1997,2,18,0.948,263.3333333333333
1997,2,19,0.652,181.11111111111111
1997,2,20,0.378,105.0
1997,2,21,0.11,30.555555555555554
1997,2,22,0.021,5.833333333333334
1997,2,23,0.001,0.2777777777777778
1997,2,24,0.0,0.0
1997,3,1,0.0,0.0
1997,3,2,0.0,0.0
