month,source_hour,mean_pv_generation_kw,median_pv_generation_kw,min_pv_generation_kw,max_pv_generation_kw,std_pv_generation_kw,valid_observation_count,missing_observation_count,pv_capacity_kw,performance_ratio
8,8,0.30694444444444446,0.12222222222222223,0.022222222222222223,1.377777777777778,0.39496574837171805,16,0,100.0,0.8
8,9,1.4541666666666666,1.0444444444444443,0.4222222222222223,3.555555555555556,0.9479618595928839,16,0,100.0,0.8
8,10,3.527777777777778,3.0222222222222226,2.0222222222222217,8.333333333333334,1.5390125635555718,16,0,100.0,0.8
8,11,5.550000000000001,5.199999999999999,3.8444444444444446,10.777777777777779,1.5849601778694944,16,0,100.0,0.8
8,12,6.516666666666667,6.399999999999999,3.777777777777778,12.11111111111111,1.8112678868750172,16,0,100.0,0.8
8,13,6.325,6.355555555555555,2.8222222222222224,11.8,2.153957024686781,16,0,100.0,0.8
8,14,4.779166666666667,5.122222222222222,0.8222222222222222,8.97777777777778,2.1994757138095116,16,0,100.0,0.8
8,15,2.9125000000000005,3.022222222222223,0.06666666666666668,8.911111111111111,2.1342354381252777,16,0,100.0,0.8
8,16,0.9319444444444445,0.8999999999999999,0.0,2.8444444444444446,0.7559680246683637,16,0,100.0,0.8
8,17,0.18333333333333338,0.0888888888888889,0.0,1.6444444444444448,0.3971503431469353,16,0,100.0,0.8
8,18,0.001388888888888889,0.0,0.0,0.022222222222222223,0.005555555555555557,16,0,100.0,0.8
8,19,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
8,20,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
8,21,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
8,22,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
8,23,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
8,24,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
9,1,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
9,2,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
9,3,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
9,4,0.006944444444444445,0.0,0.0,0.08888888888888889,0.02254396710153067,16,0,100.0,0.8
9,5,0.10833333333333334,0.0,0.0,0.888888888888889,0.2601519024448582,16,0,100.0,0.8
9,6,0.6138888888888889,0.12222222222222223,0.0,3.0666666666666673,0.9987275855424526,16,0,100.0,0.8
9,7,2.7152777777777777,1.8222222222222224,0.8666666666666668,7.37777777777778,2.183819567005152,16,0,100.0,0.8
9,8,6.933333333333334,6.055555555555557,4.377777777777778,12.4,2.5644482957798926,16,0,100.0,0.8
9,9,11.886111111111111,11.18888888888889,9.266666666666666,17.0,2.247996822047166,16,0,100.0,0.8
9,10,16.383333333333336,16.18888888888889,13.644444444444444,19.955555555555563,1.883041056748148,16,0,100.0,0.8
9,11,19.558333333333334,19.3,16.155555555555555,25.066666666666663,2.221420225650707,16,0,100.0,0.8
9,12,20.89861111111111,20.944444444444443,14.0,27.644444444444446,2.953242968826272,16,0,100.0,0.8
9,13,20.71388888888889,20.700000000000003,11.6,28.177777777777777,3.705388135481613,16,0,100.0,0.8
9,14,18.15138888888889,19.488888888888887,8.888888888888891,21.37777777777778,3.6553154823790743,16,0,100.0,0.8
9,15,14.297222222222224,15.8,4.7555555555555555,18.466666666666665,4.081747991567664,16,0,100.0,0.8
9,16,9.344444444444445,9.877777777777778,1.7111111111111112,13.777777777777779,3.6083488010388978,16,0,100.0,0.8
9,17,4.566666666666667,5.200000000000001,0.17777777777777778,7.177777777777779,2.195813450140729,16,0,100.0,0.8
9,18,1.4055555555555554,1.5666666666666669,0.022222222222222223,2.6,0.8975687325378651,16,0,100.0,0.8
9,19,0.11666666666666667,0.12222222222222223,0.0,0.37777777777777777,0.1034388151390292,16,0,100.0,0.8
9,20,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
9,21,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
9,22,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
9,23,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
9,24,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
10,1,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
10,2,0.04166666666666667,0.0,0.0,0.35555555555555557,0.11033059188716808,16,0,100.0,0.8
10,3,0.3138888888888889,0.022222222222222223,0.0,2.1333333333333337,0.7091117726937267,16,0,100.0,0.8
10,4,1.3166666666666669,0.577777777777778,0.17777777777777778,5.533333333333334,1.6390401687869398,16,0,100.0,0.8
10,5,4.140277777777778,2.855555555555556,1.7111111111111112,11.68888888888889,3.110938817980532,16,0,100.0,0.8
10,6,8.941666666666666,6.555555555555555,4.933333333333333,18.53333333333333,4.185799037250464,16,0,100.0,0.8
10,7,15.57361111111111,13.266666666666667,10.422222222222222,24.62222222222222,4.576606961026932,16,0,100.0,0.8
10,8,22.48611111111111,21.044444444444444,16.77777777777778,30.066666666666663,4.493344873048155,16,0,100.0,0.8
10,9,28.433333333333337,27.155555555555555,22.73333333333333,35.24444444444444,4.093950168668286,16,0,100.0,0.8
10,10,33.67222222222222,33.41111111111111,29.0,41.17777777777778,3.741652987409347,16,0,100.0,0.8
10,11,36.90833333333334,36.34444444444445,32.97777777777778,44.04444444444445,3.4029653009553575,16,0,100.0,0.8
10,12,38.80972222222222,37.95555555555556,31.53333333333333,46.75555555555556,3.722718319621135,16,0,100.0,0.8
10,13,37.89027777777778,38.07777777777778,29.06666666666667,49.62222222222223,4.5003042878373885,16,0,100.0,0.8
10,14,35.234722222222224,36.333333333333336,24.355555555555558,44.977777777777774,4.968277765042659,16,0,100.0,0.8
10,15,30.690277777777776,32.55555555555556,18.0,42.08888888888889,5.829650159971379,16,0,100.0,0.8
10,16,24.89305555555556,26.77777777777778,11.777777777777779,34.28888888888889,6.279326423209587,16,0,100.0,0.8
10,17,18.64166666666667,20.222222222222225,6.133333333333335,26.911111111111115,6.111716468333624,16,0,100.0,0.8
10,18,11.962499999999999,13.555555555555555,1.9777777777777779,17.644444444444446,5.067632908191069,16,0,100.0,0.8
10,19,6.440277777777776,7.0,0.11111111111111112,15.222222222222223,3.934854016566211,16,0,100.0,0.8
10,20,2.283333333333333,2.166666666666667,0.0,7.933333333333334,1.954300944345563,16,0,100.0,0.8
10,21,0.42500000000000004,0.3666666666666667,0.0,1.6222222222222218,0.44665192531414355,16,0,100.0,0.8
10,22,0.026388888888888892,0.011111111111111112,0.0,0.11111111111111112,0.03463507582446233,16,0,100.0,0.8
10,23,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
10,24,0.0,0.0,0.0,0.0,0.0,16,0,100.0,0.8
11,1,0.6125,0.37777777777777777,0.0,2.2,0.6937685599786251,16,0,100.0,0.8
11,2,1.751388888888889,1.0444444444444445,0.022222222222222223,6.511111111111112,1.9643609626974234,16,0,100.0,0.8
11,3,4.419444444444444,3.1222222222222227,0.2888888888888889,12.200000000000001,3.4998212770359314,16,0,100.0,0.8
11,4,8.690277777777778,7.577777777777778,1.4666666666666666,17.55555555555556,4.592951972199367,16,0,100.0,0.8
11,5,13.995833333333334,12.26666666666667,4.644444444444444,24.244444444444444,5.647285483604786,16,0,100.0,0.8
11,6,20.204166666666666,18.300000000000004,9.288888888888888,31.644444444444446,6.377053610971266,16,0,100.0,0.8
